file,equation_tex,categories
VAM_8_MASTER_Paper/sections/A_SM.tex,"M(n, m, \{V_i\}) = \left( \frac{4}{\alpha} \right) \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \sum_{i=1}^{n} V_i \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{mass})} C_e^2 \right), \label",Alpha / fine-structure relations; Planck relations
VAM_8_MASTER_Paper/sections/A_SM.tex,"M_p &= M_{\text{uud}} = M(n=3, m=1, s=3, V_i = [2\cdot \mathcal{V}_u + 1 \cdot \mathcal{V}_d]\cdot V_{\text{torus}}), \\ M_n &= M_{\text{udd}} = M(n=3, m=1, s=3, V_i = [1\cdot \mathcal{V}_u + 2 \cdot \mathcal{V}_d]\cdot V_{\text{torus}}).",Planck relations
VAM_8_MASTER_Paper/sections/A_SM.tex,"\boxed{ M_p \approx 1.6737 \times 10^{-27}\, \text{kg} \quad \text{vs.} \quad M_p^{\text{exp}} = 1.6726 \times 10^{-27}\, \text{kg} }",Planck relations
VAM_8_MASTER_Paper/sections/A_SM.tex,\alpha = 7.297\times 10^{-3},Alpha / fine-structure relations; Planck relations
VAM_8_MASTER_Paper/sections/A_SM.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_8_MASTER_Paper/sections/A_SM.tex,"(4/\alpha),m^{-3/2},n^{-1/\varphi},\varphi^{-s}",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_i V_i \right) \cdot \left( \frac{1}{2} \rho_{\text{\ae}}^{(\text{energy})} C_e^2 \right) }",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark3.tex,\alpha^{-1} = 137.035999,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_i V_i \right) \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \right) }",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark4.tex,\alpha^{-1} = 137.035999,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_i V_i \right) \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \right) }",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,"M_p &= 548.2 \cdot 0.192 \cdot 0.438 \cdot 0.381 \cdot (3.66 \times 10^{-44}) \cdot (2.33 \times 10^{30}) \\ &\approx \boxed{1.6726 \times 10^{-27} \, \text{kg}} \quad \text{(proton mass)} \\ M_n &= 548.2 \cdot 0.192 \cdot 0.438 \cdot 0.381",Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark5.tex,\alpha = 1/137.035999,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_i V_i \right) \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \right) }",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,"\boxed{ M_n^\text{(VAM)} \approx 1.6749 \times 10^{-27} \, \text{kg} } \quad \text{(matches empirical neutron mass to $< 0.01\%$)}",Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark6.tex,\alpha^{-1} = 137.035999,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,"\boxed{ M(n, m, \{V_i\}) = \frac{4}{\alpha} \cdot \left( \frac{1}{m} \right)^{3/2} \cdot \frac{1}{\varphi^s} \cdot n^{-1/\varphi} \cdot \left( \sum_i V_i \right) \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \right) }",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark7.tex,\alpha^{-1} = 137.035999,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,|\nu_\alpha(t)\rangle = \sum_i U_{\alpha i}^* e^{-i\theta_i(t)} |\nu_i\rangle,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,P(\nu_\alpha \rightarrow \nu_\beta) = \left| \sum_i U_{\alpha i}^* U_{\beta i} e^{-i\theta_i(t)} \right|^2,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,"A_T(\alpha, \beta) = P(\nu_\alpha \rightarrow \nu_\beta) - P(\nu_\beta \rightarrow \nu_\alpha) \approx 4 \sum_{i<j} \Im(U_{\alpha i}^* U_{\beta i} U_{\alpha j} U_{\beta j}^*) \sin(\Delta \theta_{ij})",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/02_SwirlclockInterferenceTimeReversalAsymmetryNeutrino.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,"G_\text{swirl} = \frac{C_e c^5 t_p^2}{2 F_{\text{max}} r_c^2},",Planck relations; Swirl–G coupling / G variants
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,\mathcal{L}_{\text{VAM}} = \underbrace{\frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2}_{\text{Kinetic}} - \underbrace{\frac{1}{2} \rho_\text{\ae}^{(\text{energy})} \lambda_g |\vec{\omega}|^2}_{\text{Gravitational potential}} + \un,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,\rho_\text{\ae}^{(\text{fluid})} \left( \frac{\partial \vec{v}}{\partial t} + (\vec{v} \cdot \nabla)\vec{v} \right) = - \nabla P + \lambda_g \rho_\text{\ae}^{(\text{energy})} (\nabla \times \vec{\omega}) - \alpha_e (\vec{v} \cdot \vec{\omeg,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,\alpha_e,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,\sim \alpha,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,+\frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/04_GravityAndElectromagnetismUnification.tex,\frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,\label{eq:L_VAM} \mathcal{L}_\text{VAM} = \underbrace{\frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2}_{\text{Kinetic}} - \underbrace{\frac{1}{2} \rho_\text{\ae}^{(\text{energy})} \lambda_g |\vec{\omega}|^2}_{\text{Gravitational po,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,"\label{eq:VAM_dynamics} \rho_\text{\ae}^{(\text{fluid})} \frac{d \vec{v}}{dt} = \rho_\text{\ae}^{(\text{energy})} \lambda_g \nabla \times \vec{\omega} + \alpha_e (\vec{v} \cdot \vec{\omega}) \vec{\omega} - \nabla V(\vec{\omega}),",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,"\nabla \cdot \vec{\omega} &= 0 \qquad \text{(no monopoles)}, \label{eq:divB} \\ \nabla \times \vec{v} &= \vec{\omega} \qquad \text{(vorticity definition)}, \label{eq:curlE} \\ \nabla \times \vec{\omega} &= \vec{J}_\text{eff}, \qquad \text{w",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/05_DeriveMaxwellFromLagrangian.tex,\alpha_e,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,"\mathcal{L}_\text{VAM} = \frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2 - \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} \lambda_g |\vec{\omega}|^2 + \frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2 - V(\vec{\omega}),",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,\mathcal{H}_\text{VAM} = \vec{p} \cdot \vec{v} - \mathcal{L}_\text{VAM} = \frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2 + \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} \lambda_g |\vec{\omega}|^2 - \frac{\alpha_e}{2} (\vec{v} \cdo,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/06_DerivingHamiltonianForMasterFormula.tex,-\frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\mathcal{L}_\text{VAM} = \frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2 - \left( \frac{1}{2} \lambda_g \rho_\text{\ae}^{(\text{fluid})} |\vec{\omega}|^2 + V(\vec{\omega}) - \frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2 \right),Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\vec{p} = \frac{\partial \mathcal{L}_\text{VAM}}{\partial \vec{v}} = \rho_\text{\ae}^{(\text{fluid})} \vec{v} - \alpha_e (\vec{v} \cdot \vec{\omega}) \vec{\omega}.,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\boxed{ \mathcal{H}_\text{VAM} = \frac{1}{2} \rho_\text{\ae}^{(\text{fluid})} |\vec{v}|^2 + \frac{1}{2} \lambda_g \rho_\text{\ae}^{(\text{fluid})} |\vec{\omega}|^2 + V(\vec{\omega}) - \frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2 }\labe,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\oint_\Gamma \nabla S \cdot d\vec{\ell} = 2\pi n \hbar_\text{\ae}, \qquad n \in \mathbb{Z},",Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\mathcal{H}_\text{VAM} = \frac{1}{2 \rho_\text{\ae}} |\nabla S|^2 + \frac{1}{2} \lambda_g \rho_\text{\ae} |\vec{\omega}|^2 + V(\vec{\omega}) - \frac{\alpha_e}{2 \rho_\text{\ae}^2} (\nabla S \cdot \vec{\omega})^2,",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\oint_\Gamma \nabla S \cdot d\vec{\ell} = 2\pi n \hbar_\text{\ae}, \quad n \in \mathbb{Z},",Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\Gamma_n = \frac{2\pi n \hbar_\text{\ae}}{\rho_\text{\ae}^{(\text{fluid})}}.,Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\psi(\vec{x}, t) = \sqrt{\rho(\vec{x}, t)} e^{i S(\vec{x}, t)/\hbar_\text{\ae}},",Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\boxed{ i \hbar_\text{\ae} \frac{\partial \psi}{\partial t} = -\frac{\hbar_\text{\ae}^2}{2 \rho_\text{\ae}} \nabla^2 \psi + \left[\Phi_\text{swirl} + \Phi_\text{helicity} + V(\vec{\omega})\right] \psi },Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\boxed{ \frac{\partial S}{\partial t} + \frac{1}{2 \rho_\text{\ae}} |\nabla S|^2 + \frac{1}{2} \lambda_g \rho_\text{\ae} |\vec{\omega}|^2 - \frac{\alpha_e}{2 \rho_\text{\ae}^2} (\nabla S \cdot \vec{\omega})^2 + V(\vec{\omega}) = 0 },Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\mathcal{H}_\text{VAM} &= \vec{p} \cdot \vec{v} - \mathcal{L}_\text{VAM} \\ &= \left( \rho_\text{\ae} \vec{v} - \alpha_e (\vec{v} \cdot \vec{\omega}) \vec{\omega} \right) \cdot \vec{v} - \left( \frac{1}{2} \rho_\text{\ae} |\vec{v}|^2 - U \r,Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\Phi_\text{vortex} &= \frac{1}{2} \lambda_g \rho_\text{\ae}^{(\text{fluid})} |\vec{\omega}|^2, \\ \Phi_\text{helicity} &= -\frac{\alpha_e}{2} (\vec{v} \cdot \vec{\omega})^2.",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,"\Phi_\text{swirl} &= \frac{1}{2} \lambda_g \rho_\text{\ae} |\vec{\omega}|^2, \\ \Phi_\text{helicity} &= -\frac{\alpha_e}{2 \rho_\text{\ae}^2} (\nabla S \cdot \vec{\omega})^2.",Alpha / fine-structure relations; Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\hbar_\text{\ae},Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,h_\text{\ae} = 2\pi \hbar_\text{\ae},Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\psi = A e^{i S/\hbar_\text{\ae}},Planck relations
VAM_5_Lagrangian_Gravity_Electromagnetism/Sections/07_Hamilton-Jacobi.tex,\alpha_e,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/knots_def.md,"total curvature. - **More curvature ⇒ more ""stored"" swirl energy:** This connects directly to VAM’s mass formula, where the topological complexity (including geometric curvature) sets the inertial mass and gravitational potential. ### **2\.",Planck relations
VAM_6_Knotted_Gauge_Fields/knots_def.md,", and its physical energy (mass, coupling strength) increases with both total curvature and ropelength.** The **unknot** (photon) is the only exception, with the lowest possible energy and “cost” in curvature and length. --- ## **Consequenc",Planck relations
VAM_6_Knotted_Gauge_Fields/knots_def.md,| Minimum | Photon (massless) | | Simple chiral knot | \>,Planck relations
VAM_6_Knotted_Gauge_Fields/knots_def.md,"| Smallest for knots | Electron, up quark, etc. | | Complex knot |",Planck relations
VAM_6_Knotted_Gauge_Fields/knots_def.md,"| Larger | Heavy baryons, exotics | --- ## **Physical Analogy** *Imagine tying knots in a garden hose of fixed diameter: the more complicated the knot, the longer the hose you need, and the more tightly you must bend it (higher curvature).*",Planck relations
VAM_6_Knotted_Gauge_Fields/VAM-6-Knotted_Gauge_Fields.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/VAM-6-Knotted_Gauge_Fields.tex,\hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/VAM-6-Knotted_Gauge_Fields.tex,"e\textsuperscript{--} = T(2,3))}; \node[box, below=of matter, xshift=+1.0cm] (quarks) {Quarks\\(6\textsubscript{2}, 7\textsubscript{4}, 8\textsubscript{19})}; \node[box, below=of boson, xshift=-2.1cm] (photon) {Photon\\(unknot)}; \node[box,",Planck relations
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,\hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/section/01_Introduction.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,F^{\text{max}}_{\text{\ae}} = \alpha \left(\frac{c^4}{4G}\right) \left(\frac{r_c}{\ell_p}\right)^{-2} \label{eq:FmaxVAMfromGR},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,"\alpha = \frac{2C_e}{c},",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\alpha \approx 1/137,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\hbar,Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,t_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\ell_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\alpha = \frac{2 C_e}{c},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\hbar \sim \rho_\text{\ae} \Gamma r_c^2,Planck relations
VAM_6_Knotted_Gauge_Fields/section/02_motivation.tex,\hbar/2,Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,"\alpha(k^2) = \frac{\alpha_0}{1 - \Pi(k^2)},",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,"\alpha(\vec{x}) = \frac{e^2}{4\pi \varepsilon_0(\vec{x}) \hbar \, c_{\text{eff}}(\vec{x})} = \alpha_0 \cdot f\left( \rho_\text{\ae}(\vec{x}), \, |\vec{\omega}(\vec{x})| \right),",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,\hbar_{\text{VAM}},Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,t_p,Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,\alpha_0,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/03_natural_æther_constants.tex,\alpha(\vec{x}),Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,"\theta(\vec{x}) \rightarrow \theta(\vec{x}) + \alpha(\vec{x}) \quad \Rightarrow \quad \vec{v} \rightarrow \vec{v} + \nabla \alpha,",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/04_standard_model_lagrangian.tex,"\mathcal{L}_\text{VAM} &= \underbrace{-\frac{1}{4} \sum_{a} W^{a}_{\mu\nu} W^{a\mu\nu}}_{\text{Gauge field vorticity}} + \underbrace{\sum_{f} i \, m_f C_e r_c \, \bar{\psi}_f \gamma^\mu D_\mu \psi_f}_{\text{Fermion swirl propagation}} \\ &-",Planck relations
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,"E_n = \hbar_{\text{VAM}} \omega_n = \rho_{\ae} \Gamma_n r_c^2 \omega_n,",Planck relations
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,\hbar_{\text{VAM}} \equiv \rho_{\ae} \Gamma_n r_c^2.,Planck relations
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,\hbar_{\text{VAM}} &= m_f C_e r_c \\ e^2 &= 8\pi m_e C_e^2 r_c \\ \Gamma &= \frac{h}{m} = 2\pi r_c C_e,Planck relations
VAM_6_Knotted_Gauge_Fields/section/05_Emergent_Constants_from_Fluid_Analogs.tex,\hbar_{\text{VAM}},Planck relations
VAM_6_Knotted_Gauge_Fields/section/06_VariationalDerivationSwirlLagrangian.tex,\mathcal{L}_{\text{VAM}} = \frac{1}{2} \rho (\nabla \theta + \mathbf{A})^2 - \lambda (|\phi|^2 - F^{\text{max}}_{\text{\ae}}^2)^2 - \frac{1}{4} S_{\mu\nu} S^{\mu\nu} + \left( \frac{\rho_{\text{\ae}} r_c^2}{C_e} \right) (\mathbf{v} \cdot \bo,Swirl–G coupling / G variants
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,S = \frac{1}{2} \hbar_\text{VAM} = \frac{1}{2} m_f C_e r_c,Planck relations
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,\alpha = \frac{q^2}{4\pi \epsilon_0 \hbar c} \quad \Rightarrow \quad \alpha = \frac{2C_e}{c},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/09_TopologicalOriginsOfParticleProperties.tex,\alpha,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,"\mathcal{L}_\text{mass} = \hbar_{\text{VAM}} \cdot \bar{\psi}_f \psi_f,",Planck relations
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,\boxed{ \hbar_{\text{VAM}} = 2 m_f C_e a_0 },Planck relations
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,"\hbar_{\text{VAM}} = 2 m C_e a_0, \qquad E = m c^2, \qquad \Gamma = \frac{h}{m}.",Planck relations; Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,"h = 4\pi m_e C_e a_0 \quad \Rightarrow \quad \hbar = 2 m_e C_e a_0,",Planck relations
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,E = mc^2,Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/10_MassAndInertiaFromVortexCirculation.tex,E = m c^2,Energy/Mass (E/c^2)
VAM_6_Knotted_Gauge_Fields/section/11_Knot_Taxonomy.tex,"e\textsuperscript{--} = T(2,3))}; \node[box, below=of matter, xshift=+1.0cm] (quarks) {Quarks\\(6\textsubscript{2}, 7\textsubscript{4}, 8\textsubscript{19})}; \node[box, below=of boson, xshift=-2.1cm] (photon) {Photon\\(unknot)}; \node[box,",Planck relations
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,\boxed{ M = \left( \frac{1}{\varphi} \right) \cdot \left( \frac{4}{\alpha} \right) \cdot \underbrace{\left(1 - \beta \log(n)\right)}_{\text{inter-knot interference}} \cdot \left( \frac{1}{2} \rho_\text{\ae} C_e^2 V \right) },Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,M_1 = \frac{4}{\alpha} \cdot M_0,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,M_2 = \frac{4}{\alpha \varphi} \cdot M_0,Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,M_3 = \frac{4}{\alpha \varphi} \cdot M_0 \cdot \xi(n) \cdot \varphi^{-s} \cdot \left( \frac{1}{m} \right)^{3/2},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/12_HelicityInterferenceSuppressionTermFromVortexKnotPacking.tex,\frac{4}{\alpha},Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,"\rho_\text{\ae}^{(\text{energy})} &= 3.893 \times 10^{18} \, \text{kg/m}^3 \\ C_e &= 1.0938 \times 10^6 \, \text{m/s} \\ r_c &= 1.40897 \times 10^{-15} \, \text{m} \\ \alpha &= 7.297 \times 10^{-3}, \quad \varphi = 1.618, \quad c = 2.9979 \",Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,"M_p^{\text{bare}} &= 2M_u + M_d = 8.55 \times 10^{-27} \, \text{kg} \\ M_n^{\text{bare}} &= M_u + 2M_d = 8.88 \times 10^{-27} \, \text{kg}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,"\xi(3) &= 0.506, \quad \varphi^{-2} = 0.382 \\ M_p^{\text{final}} &= 1.656 \times 10^{-27} \, \text{kg} \\ M_n^{\text{final}} &= 1.719 \times 10^{-27} \, \text{kg}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,"M_p^{\text{exp}} &= 1.6726 \times 10^{-27} \, \text{kg} \quad \Rightarrow \textbf{99.0\% accurate} \\ M_n^{\text{exp}} &= 1.6749 \times 10^{-27} \, \text{kg} \quad \Rightarrow \textbf{102.7\% accurate}",Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,\boxed{ M_{\text{knot}} = \frac{4}{\alpha \varphi} \cdot \left( \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 V_{\text{knot}} \right) },Alpha / fine-structure relations; Planck relations
VAM_6_Knotted_Gauge_Fields/section/13_DerivationOfBaryons.tex,\boxed{ M_{\text{baryon}} = \frac{1}{\varphi^2} \cdot n^{-1/\varphi} \cdot \sum_{i=1}^{3} \left( \frac{4}{\alpha \varphi} \cdot \frac{1}{2} \rho_\text{\ae}^{(\text{energy})} C_e^2 \cdot \mathcal{V}_i \cdot V_{\text{torus}} \right) },Alpha / fine-structure relations; Planck relations
